Date,Date,,,,,,Price
11/23/2018,11,23,2018,,,23/11/2018,94
11/22/2018,11,22,2018,,,22/11/2018,93.3
11/21/2018,11,21,2018,,,21/11/2018,93.6
11/20/2018,11,20,2018,,,20/11/2018,91.6
11/19/2018,11,19,2018,,,19/11/2018,91.5
11/16/2018,11,16,2018,,,16/11/2018,93
11/15/2018,11,15,2018,,,15/11/2018,94
11/14/2018,11,14,2018,,,14/11/2018,95.1
11/13/2018,11,13,2018,,,13/11/2018,96.1
11-12-2018,11,,,12,2018,12/11/2018,95.7
11-09-2018,11,,,9,2018,9/11/2018,96.9
11-08-2018,11,,,8,2018,8/11/2018,97.8
11-07-2018,11,,,7,2018,7/11/2018,92.3
11-06-2018,11,,,6,2018,6/11/2018,85.8
11-05-2018,11,,,5,2018,5/11/2018,80.9
11-02-2018,11,,,2,2018,2/11/2018,82
11-01-2018,11,,,1,2018,1/11/2018,84
10/31/2018,10,31,2018,,,31/10/2018,82.6
10/30/2018,10,30,2018,,,30/10/2018,81.5
10/29/2018,10,29,2018,,,29/10/2018,84.6
10/26/2018,10,26,2018,,,26/10/2018,81.4
10/25/2018,10,25,2018,,,25/10/2018,82.4
10/24/2018,10,24,2018,,,24/10/2018,82.7
10/23/2018,10,23,2018,,,23/10/2018,81.5
10/22/2018,10,22,2018,,,22/10/2018,83.3
10/19/2018,10,19,2018,,,19/10/2018,82.9
10/18/2018,10,18,2018,,,18/10/2018,84.2
10/17/2018,10,17,2018,,,17/10/2018,84.4
10/16/2018,10,16,2018,,,16/10/2018,83.5
10/15/2018,10,15,2018,,,15/10/2018,81.7
10-12-2018,10,,,12,2018,12/10/2018,80.5
10-11-2018,10,,,11,2018,11/10/2018,78.7
10-10-2018,10,,,10,2018,10/10/2018,78.9
10-09-2018,10,,,9,2018,9/10/2018,81
10-08-2018,10,,,8,2018,8/10/2018,80.3
10-05-2018,10,,,5,2018,5/10/2018,80.1
10-04-2018,10,,,4,2018,4/10/2018,81.6
10-03-2018,10,,,3,2018,3/10/2018,82
10-02-2018,10,,,2,2018,2/10/2018,82.6
10-01-2018,10,,,1,2018,1/10/2018,84.5
09/28/2018,9,28,2018,,,28/9/2018,86.9
09/27/2018,9,27,2018,,,27/9/2018,85.5
09/26/2018,9,26,2018,,,26/9/2018,85.2
09/25/2018,9,25,2018,,,25/9/2018,86
09/24/2018,9,24,2018,,,24/9/2018,86.7
09/21/2018,9,21,2018,,,21/9/2018,87.6
09/20/2018,9,20,2018,,,20/9/2018,84.5
09/19/2018,9,19,2018,,,19/9/2018,84
09/18/2018,9,18,2018,,,18/9/2018,83.6
09/17/2018,9,17,2018,,,17/9/2018,83.2
09/14/2018,9,14,2018,,,14/9/2018,83.4
09/13/2018,9,13,2018,,,13/9/2018,82.8
09-12-2018,9,,,12,2018,12/9/2018,84.8
09-11-2018,9,,,11,2018,11/9/2018,86.2
09-10-2018,9,,,10,2018,10/9/2018,87.6
09-07-2018,9,,,7,2018,7/9/2018,87
09-06-2018,9,,,6,2018,6/9/2018,86
09-05-2018,9,,,5,2018,5/9/2018,85.4
09-04-2018,9,,,4,2018,4/9/2018,86.3
09-03-2018,9,,,3,2018,3/9/2018,88.1
08/31/2018,8,31,2018,,,31/8/2018,89.5
08/30/2018,8,30,2018,,,30/8/2018,89.5
08/29/2018,8,29,2018,,,29/8/2018,89.9
08/28/2018,8,28,2018,,,28/8/2018,91.2
08/27/2018,8,27,2018,,,27/8/2018,89.9
08/24/2018,8,24,2018,,,24/8/2018,87.2
08/23/2018,8,23,2018,,,23/8/2018,87
08/22/2018,8,22,2018,,,22/8/2018,87
08/21/2018,8,21,2018,,,21/8/2018,86.9
08/20/2018,8,20,2018,,,20/8/2018,84.2
08/17/2018,8,17,2018,,,17/8/2018,82.1
08/16/2018,8,16,2018,,,16/8/2018,80
08/15/2018,8,15,2018,,,15/8/2018,81.4
08/14/2018,8,14,2018,,,14/8/2018,79
08/13/2018,8,13,2018,,,13/8/2018,80.5
08-10-2018,8,,,10,2018,10/8/2018,80.9
08-09-2018,8,,,9,2018,9/8/2018,82.4
08-08-2018,8,,,8,2018,8/8/2018,81.6
08-07-2018,8,,,7,2018,7/8/2018,80.3
08-06-2018,8,,,6,2018,6/8/2018,81
08-03-2018,8,,,3,2018,3/8/2018,81
08-02-2018,8,,,2,2018,2/8/2018,80.4
08-01-2018,8,,,1,2018,1/8/2018,81.6
07/31/2018,7,31,2018,,,31/7/2018,82.2
07/30/2018,7,30,2018,,,30/7/2018,81.5
07/27/2018,7,27,2018,,,27/7/2018,80.6
07/26/2018,7,26,2018,,,26/7/2018,84.3
07/25/2018,7,25,2018,,,25/7/2018,82.3
07/24/2018,7,24,2018,,,24/7/2018,82.7
07/23/2018,7,23,2018,,,23/7/2018,82.8
07/20/2018,7,20,2018,,,20/7/2018,83.8
07/19/2018,7,19,2018,,,19/7/2018,80.2
07/18/2018,7,18,2018,,,18/7/2018,80
07/17/2018,7,17,2018,,,17/7/2018,79.4
07/16/2018,7,16,2018,,,16/7/2018,77.9
07/13/2018,7,13,2018,,,13/7/2018,77.8
07-12-2018,7,,,12,2018,12/7/2018,78.1
07-11-2018,7,,,11,2018,11/7/2018,77.7
07-10-2018,7,,,10,2018,10/7/2018,79.6
07-09-2018,7,,,9,2018,9/7/2018,78.9
07-06-2018,7,,,6,2018,6/7/2018,77.1
07-05-2018,7,,,5,2018,5/7/2018,77
07-04-2018,7,,,4,2018,4/7/2018,78.6
07-03-2018,7,,,3,2018,3/7/2018,78.5
07-02-2018,7,,,2,2018,2/7/2018,77
06/29/2018,6,29,2018,,,29/6/2018,79
06/28/2018,6,28,2018,,,28/6/2018,77.8
06/27/2018,6,27,2018,,,27/6/2018,78.7
06/26/2018,6,26,2018,,,26/6/2018,79.1
06/25/2018,6,25,2018,,,25/6/2018,80.7
06/22/2018,6,22,2018,,,22/6/2018,82.2
06/21/2018,6,21,2018,,,21/6/2018,81.7
06/20/2018,6,20,2018,,,20/6/2018,82
06/19/2018,6,19,2018,,,19/6/2018,83.5
06/18/2018,6,18,2018,,,18/6/2018,83.6
06/15/2018,6,15,2018,,,15/6/2018,83.9
06/14/2018,6,14,2018,,,14/6/2018,82.8
06/13/2018,6,13,2018,,,13/6/2018,82.2
06-12-2018,6,,,12,2018,12/6/2018,82.6
06-11-2018,6,,,11,2018,11/6/2018,83.2
06-08-2018,6,,,8,2018,8/6/2018,81.5
06-07-2018,6,,,7,2018,7/6/2018,82.5
06-06-2018,6,,,6,2018,6/6/2018,83.3
06-04-2018,6,,,4,2018,4/6/2018,84
06-01-2018,6,,,1,2018,1/6/2018,84.8
05/31/2018,5,31,2018,,,31/5/2018,83.5
05/30/2018,5,30,2018,,,30/5/2018,82.3
05/29/2018,5,29,2018,,,29/5/2018,82.6
05/28/2018,5,28,2018,,,28/5/2018,83.6
05/25/2018,5,25,2018,,,25/5/2018,85.8
05/24/2018,5,24,2018,,,24/5/2018,85.8
05/23/2018,5,23,2018,,,23/5/2018,88.4
05/22/2018,5,22,2018,,,22/5/2018,90.7
05/18/2018,5,18,2018,,,18/5/2018,90.2
05/17/2018,5,17,2018,,,17/5/2018,90.6
05/16/2018,5,16,2018,,,16/5/2018,87.6
05/15/2018,5,15,2018,,,15/5/2018,87.5
05/14/2018,5,14,2018,,,14/5/2018,87.5
05-09-2018,5,,,9,2018,9/5/2018,88
05-08-2018,5,,,8,2018,8/5/2018,87
05-07-2018,5,,,7,2018,7/5/2018,86.4
05-04-2018,5,,,4,2018,4/5/2018,82.7
05-03-2018,5,,,3,2018,3/5/2018,82.4
05-02-2018,5,,,2,2018,2/5/2018,82.1
05-01-2018,5,,,1,2018,1/5/2018,80.8
04/30/2018,4,30,2018,,,30/4/2018,80
04/26/2018,4,26,2018,,,26/4/2018,81.6
04/25/2018,4,25,2018,,,25/4/2018,81.4
04/24/2018,4,24,2018,,,24/4/2018,81
04/23/2018,4,23,2018,,,23/4/2018,82.5
04/20/2018,4,20,2018,,,20/4/2018,82.2
04/19/2018,4,19,2018,,,19/4/2018,83.2
04/18/2018,4,18,2018,,,18/4/2018,82
04/17/2018,4,17,2018,,,17/4/2018,82.3
04/16/2018,4,16,2018,,,16/4/2018,83.4
04/13/2018,4,13,2018,,,13/4/2018,83.1
04-12-2018,4,,,12,2018,12/4/2018,82.5
04-11-2018,4,,,11,2018,11/4/2018,83.9
04-10-2018,4,,,10,2018,10/4/2018,86.5
04-09-2018,4,,,9,2018,9/4/2018,87.5
04-06-2018,4,,,6,2018,6/4/2018,87.2
04-05-2018,4,,,5,2018,5/4/2018,85.8
04-04-2018,4,,,4,2018,4/4/2018,84.5
04-03-2018,4,,,3,2018,3/4/2018,88.8
03/28/2018,3,28,2018,,,28/3/2018,86
03/27/2018,3,27,2018,,,27/3/2018,87.3
03/26/2018,3,26,2018,,,26/3/2018,88.1
03/23/2018,3,23,2018,,,23/3/2018,87.4
03/22/2018,3,22,2018,,,22/3/2018,87.5
03/21/2018,3,21,2018,,,21/3/2018,89
03/20/2018,3,20,2018,,,20/3/2018,88.6
03/19/2018,3,19,2018,,,19/3/2018,86.5
03/16/2018,3,16,2018,,,16/3/2018,85.9
03/15/2018,3,15,2018,,,15/3/2018,86.9
03/14/2018,3,14,2018,,,14/3/2018,88
03/13/2018,3,13,2018,,,13/3/2018,85.7
03-12-2018,3,,,12,2018,12/3/2018,86.5
03-09-2018,3,,,9,2018,9/3/2018,86.3
03-08-2018,3,,,8,2018,8/3/2018,88
03-07-2018,3,,,7,2018,7/3/2018,87.2
03-06-2018,3,,,6,2018,6/3/2018,86.6
03-05-2018,3,,,5,2018,5/3/2018,86.2
03-02-2018,3,,,2,2018,2/3/2018,85.7
03-01-2018,3,,,1,2018,1/3/2018,88.5
02/28/2018,2,28,2018,,,28/2/2018,88.7
02/27/2018,2,27,2018,,,27/2/2018,89.8
02/26/2018,2,26,2018,,,26/2/2018,89.6
02/23/2018,2,23,2018,,,23/2/2018,89.4
02/22/2018,2,22,2018,,,22/2/2018,88.5
02/21/2018,2,21,2018,,,21/2/2018,88.6
02/20/2018,2,20,2018,,,20/2/2018,89.4
02/19/2018,2,19,2018,,,19/2/2018,85.9
02/16/2018,2,16,2018,,,16/2/2018,85.3
02/15/2018,2,15,2018,,,15/2/2018,85
02/14/2018,2,14,2018,,,14/2/2018,86
02/13/2018,2,13,2018,,,13/2/2018,84.4
02-12-2018,2,,,12,2018,12/2/2018,86.1
02-09-2018,2,,,9,2018,9/2/2018,85.8
02-08-2018,2,,,8,2018,8/2/2018,82.5
02-07-2018,2,,,7,2018,7/2/2018,84.5
02-06-2018,2,,,6,2018,6/2/2018,81.1
02-05-2018,2,,,5,2018,5/2/2018,80.1
02-02-2018,2,,,2,2018,2/2/2018,80.8
02-01-2018,2,,,1,2018,1/2/2018,82.5
01/31/2018,1,31,2018,,,31/1/2018,81.8
01/30/2018,1,30,2018,,,30/1/2018,82.7
01/29/2018,1,29,2018,,,29/1/2018,79.5
01/26/2018,1,26,2018,,,26/1/2018,80.4
01/25/2018,1,25,2018,,,25/1/2018,81.2
01/24/2018,1,24,2018,,,24/1/2018,84.7
01/23/2018,1,23,2018,,,23/1/2018,88.1
01/22/2018,1,22,2018,,,22/1/2018,87.7
01/19/2018,1,19,2018,,,19/1/2018,86.5
01/18/2018,1,18,2018,,,18/1/2018,88
01/17/2018,1,17,2018,,,17/1/2018,87.7
01/16/2018,1,16,2018,,,16/1/2018,88.2
01/15/2018,1,15,2018,,,15/1/2018,87.3
01-12-2018,1,,,12,2018,12/1/2018,85.5
01-11-2018,1,,,11,2018,11/1/2018,84.1
01-10-2018,1,,,10,2018,10/1/2018,84.7
01-09-2018,1,,,9,2018,9/1/2018,86.9
01-08-2018,1,,,8,2018,8/1/2018,87.8
01-05-2018,1,,,5,2018,5/1/2018,85.3
01-04-2018,1,,,4,2018,4/1/2018,84.4
01-03-2018,1,,,3,2018,3/1/2018,86.7
01-02-2018,1,,,2,2018,2/1/2018,88
12/29/2017,12,29,2017,,,29/12/2017,85.8
12/28/2017,12,28,2017,,,28/12/2017,86.9
12/27/2017,12,27,2017,,,27/12/2017,87.9
12/22/2017,12,22,2017,,,22/12/2017,86.6
12/21/2017,12,21,2017,,,21/12/2017,86.8
12/20/2017,12,20,2017,,,20/12/2017,87.1
12/19/2017,12,19,2017,,,19/12/2017,85.7
12/18/2017,12,18,2017,,,18/12/2017,87.3
12/15/2017,12,15,2017,,,15/12/2017,83.8
12/14/2017,12,14,2017,,,14/12/2017,84.9
12/13/2017,12,13,2017,,,13/12/2017,79.3
12-12-2017,12,,,12,2017,12/12/2017,78.8
12-11-2017,12,,,11,2017,11/12/2017,80
12-08-2017,12,,,8,2017,8/12/2017,80.1
12-07-2017,12,,,7,2017,7/12/2017,78.1
12-06-2017,12,,,6,2017,6/12/2017,74.3
12-05-2017,12,,,5,2017,5/12/2017,73.4
12-04-2017,12,,,4,2017,4/12/2017,74
12-01-2017,12,,,1,2017,1/12/2017,76.9
11/30/2017,11,30,2017,,,30/11/2017,80
11/29/2017,11,29,2017,,,29/11/2017,78.4
11/28/2017,11,28,2017,,,28/11/2017,78.5
11/27/2017,11,27,2017,,,27/11/2017,72.2
11/24/2017,11,24,2017,,,24/11/2017,73.3
11/23/2017,11,23,2017,,,23/11/2017,74.6
11/22/2017,11,22,2017,,,22/11/2017,77.1
11/21/2017,11,21,2017,,,21/11/2017,77.3
11/20/2017,11,20,2017,,,20/11/2017,80
11/17/2017,11,17,2017,,,17/11/2017,83.3
11/16/2017,11,16,2017,,,16/11/2017,84.4
11/15/2017,11,15,2017,,,15/11/2017,83.3
11/14/2017,11,14,2017,,,14/11/2017,79.3
11/13/2017,11,13,2017,,,13/11/2017,81.6
11-10-2017,11,,,10,2017,10/11/2017,83.4
11-09-2017,11,,,9,2017,9/11/2017,85.3
11-08-2017,11,,,8,2017,8/11/2017,105.5
11-07-2017,11,,,7,2017,7/11/2017,101.8
11-06-2017,11,,,6,2017,6/11/2017,105.3
11-03-2017,11,,,3,2017,3/11/2017,103.4
11-02-2017,11,,,2,2017,2/11/2017,113.4
11-01-2017,11,,,1,2017,1/11/2017,114.5
10/31/2017,10,31,2017,,,31/10/2017,112.7
10/30/2017,10,30,2017,,,30/10/2017,113.3
10/27/2017,10,27,2017,,,27/10/2017,111.2
10/26/2017,10,26,2017,,,26/10/2017,110.8
10/25/2017,10,25,2017,,,25/10/2017,108.1
10/24/2017,10,24,2017,,,24/10/2017,107.3
10/23/2017,10,23,2017,,,23/10/2017,107.5
10/20/2017,10,20,2017,,,20/10/2017,107.6
10/19/2017,10,19,2017,,,19/10/2017,107.2
10/18/2017,10,18,2017,,,18/10/2017,109.1
10/17/2017,10,17,2017,,,17/10/2017,109.8
10/16/2017,10,16,2017,,,16/10/2017,110.6
10/13/2017,10,13,2017,,,13/10/2017,114.6
10-12-2017,10,,,12,2017,12/10/2017,115.2
10-11-2017,10,,,11,2017,11/10/2017,115
10-10-2017,10,,,10,2017,10/10/2017,114.8
10-09-2017,10,,,9,2017,9/10/2017,112.8
10-06-2017,10,,,6,2017,6/10/2017,112.3
10-05-2017,10,,,5,2017,5/10/2017,114.3
10-04-2017,10,,,4,2017,4/10/2017,113
10-03-2017,10,,,3,2017,3/10/2017,110
10-02-2017,10,,,2,2017,2/10/2017,112.2
09/29/2017,9,29,2017,,,29/9/2017,113
09/28/2017,9,28,2017,,,28/9/2017,114.5
09/27/2017,9,27,2017,,,27/9/2017,111
09/26/2017,9,26,2017,,,26/9/2017,109.4
09/25/2017,9,25,2017,,,25/9/2017,110.2
09/22/2017,9,22,2017,,,22/9/2017,109.4
09/21/2017,9,21,2017,,,21/9/2017,111.8
09/20/2017,9,20,2017,,,20/9/2017,112.2
09/19/2017,9,19,2017,,,19/9/2017,111.4
09/18/2017,9,18,2017,,,18/9/2017,111.1
09/15/2017,9,15,2017,,,15/9/2017,108.7
09/14/2017,9,14,2017,,,14/9/2017,112.1
09/13/2017,9,13,2017,,,13/9/2017,111.9
09-12-2017,9,,,12,2017,12/9/2017,113.7
09-11-2017,9,,,11,2017,11/9/2017,114.5
09-08-2017,9,,,8,2017,8/9/2017,112.1
09-07-2017,9,,,7,2017,7/9/2017,112.8
09-06-2017,9,,,6,2017,6/9/2017,113
09-05-2017,9,,,5,2017,5/9/2017,115.1
09-04-2017,9,,,4,2017,4/9/2017,115.6
09-01-2017,9,,,1,2017,1/9/2017,115
08/31/2017,8,31,2017,,,31/8/2017,113.8
08/30/2017,8,30,2017,,,30/8/2017,112.3
08/29/2017,8,29,2017,,,29/8/2017,111.4
08/28/2017,8,28,2017,,,28/8/2017,112.4
08/25/2017,8,25,2017,,,25/8/2017,113.2
08/24/2017,8,24,2017,,,24/8/2017,113.2
08/23/2017,8,23,2017,,,23/8/2017,113.4
08/22/2017,8,22,2017,,,22/8/2017,114
08/21/2017,8,21,2017,,,21/8/2017,115.5
08/18/2017,8,18,2017,,,18/8/2017,117.5
08/17/2017,8,17,2017,,,17/8/2017,114.6
08/16/2017,8,16,2017,,,16/8/2017,124.5
08/15/2017,8,15,2017,,,15/8/2017,120.8
08/14/2017,8,14,2017,,,14/8/2017,122.1
08-11-2017,8,,,11,2017,11/8/2017,121.4
08-10-2017,8,,,10,2017,10/8/2017,121.3
08-09-2017,8,,,9,2017,9/8/2017,122.8
08-08-2017,8,,,8,2017,8/8/2017,122.2
08-07-2017,8,,,7,2017,7/8/2017,120.8
08-04-2017,8,,,4,2017,4/8/2017,120.1
08-03-2017,8,,,3,2017,3/8/2017,117.8
08-02-2017,8,,,2,2017,2/8/2017,120.8
08-01-2017,8,,,1,2017,1/8/2017,122.2
07/31/2017,7,31,2017,,,31/7/2017,122.8
07/28/2017,7,28,2017,,,28/7/2017,122.9
07/27/2017,7,27,2017,,,27/7/2017,122.2
07/26/2017,7,26,2017,,,26/7/2017,125.4
07/25/2017,7,25,2017,,,25/7/2017,123.3
07/24/2017,7,24,2017,,,24/7/2017,121.7
07/21/2017,7,21,2017,,,21/7/2017,122.4
07/20/2017,7,20,2017,,,20/7/2017,122.7
07/19/2017,7,19,2017,,,19/7/2017,122.6
07/18/2017,7,18,2017,,,18/7/2017,123.6
07/17/2017,7,17,2017,,,17/7/2017,124.3
07/14/2017,7,14,2017,,,14/7/2017,123.8
07/13/2017,7,13,2017,,,13/7/2017,123.4
07-12-2017,7,,,12,2017,12/7/2017,123.6
07-11-2017,7,,,11,2017,11/7/2017,122.6
07-10-2017,7,,,10,2017,10/7/2017,123.7
07-07-2017,7,,,7,2017,7/7/2017,123.5
07-06-2017,7,,,6,2017,6/7/2017,123.1
07-05-2017,7,,,5,2017,5/7/2017,123.9
07-04-2017,7,,,4,2017,4/7/2017,122.6
07-03-2017,7,,,3,2017,3/7/2017,122.9
06/30/2017,6,30,2017,,,30/6/2017,120.2
06/29/2017,6,29,2017,,,29/6/2017,115.4
06/28/2017,6,28,2017,,,28/6/2017,117
06/27/2017,6,27,2017,,,27/6/2017,115.6
06/26/2017,6,26,2017,,,26/6/2017,115.9
06/23/2017,6,23,2017,,,23/6/2017,117.7
06/22/2017,6,22,2017,,,22/6/2017,117.8
06/21/2017,6,21,2017,,,21/6/2017,119.1
06/20/2017,6,20,2017,,,20/6/2017,117.5
06/19/2017,6,19,2017,,,19/6/2017,119.6
06/16/2017,6,16,2017,,,16/6/2017,119.1
06/15/2017,6,15,2017,,,15/6/2017,120.5
06/14/2017,6,14,2017,,,14/6/2017,122.3
06/13/2017,6,13,2017,,,13/6/2017,123.1
06-12-2017,6,,,12,2017,12/6/2017,122.1
06-09-2017,6,,,9,2017,9/6/2017,122.9
06-08-2017,6,,,8,2017,8/6/2017,121.3
06-07-2017,6,,,7,2017,7/6/2017,120.7
06-06-2017,6,,,6,2017,6/6/2017,120.2
06-02-2017,6,,,2,2017,2/6/2017,114.8
06-01-2017,6,,,1,2017,1/6/2017,117
05/31/2017,5,31,2017,,,31/5/2017,117.7
05/30/2017,5,30,2017,,,30/5/2017,117.9
05/29/2017,5,29,2017,,,29/5/2017,120
05/24/2017,5,24,2017,,,24/5/2017,119.8
05/23/2017,5,23,2017,,,23/5/2017,120.7
05/22/2017,5,22,2017,,,22/5/2017,121.4
05/19/2017,5,19,2017,,,19/5/2017,120.7
05/18/2017,5,18,2017,,,18/5/2017,121.1
05/17/2017,5,17,2017,,,17/5/2017,118.1
05/16/2017,5,16,2017,,,16/5/2017,122.2
05/15/2017,5,15,2017,,,15/5/2017,124
05-11-2017,5,,,11,2017,11/5/2017,123.3
05-10-2017,5,,,10,2017,10/5/2017,123.5
05-09-2017,5,,,9,2017,9/5/2017,123.6
05-08-2017,5,,,8,2017,8/5/2017,124
05-05-2017,5,,,5,2017,5/5/2017,124.2
05-04-2017,5,,,4,2017,4/5/2017,118.2
05-03-2017,5,,,3,2017,3/5/2017,116.9
05-02-2017,5,,,2,2017,2/5/2017,118.3
05-01-2017,5,,,1,2017,1/5/2017,118.5
04/28/2017,4,28,2017,,,28/4/2017,117.6
04/27/2017,4,27,2017,,,27/4/2017,116.6
04/26/2017,4,26,2017,,,26/4/2017,117.2
04/25/2017,4,25,2017,,,25/4/2017,116.7
04/24/2017,4,24,2017,,,24/4/2017,116
04/21/2017,4,21,2017,,,21/4/2017,114.2
04/20/2017,4,20,2017,,,20/4/2017,115.8
04/19/2017,4,19,2017,,,19/4/2017,115.5
04/18/2017,4,18,2017,,,18/4/2017,113.9
04-12-2017,4,,,12,2017,12/4/2017,114.9
04-11-2017,4,,,11,2017,11/4/2017,114.8
04-10-2017,4,,,10,2017,10/4/2017,114
04-07-2017,4,,,7,2017,7/4/2017,113.1
04-06-2017,4,,,6,2017,6/4/2017,114.9
04-05-2017,4,,,5,2017,5/4/2017,113.5
04-04-2017,4,,,4,2017,4/4/2017,114.6
04-03-2017,4,,,3,2017,3/4/2017,112.7
03/31/2017,3,31,2017,,,31/3/2017,113.4
03/30/2017,3,30,2017,,,30/3/2017,112.6
03/29/2017,3,29,2017,,,29/3/2017,110
03/28/2017,3,28,2017,,,28/3/2017,109.7
03/27/2017,3,27,2017,,,27/3/2017,109.6
03/24/2017,3,24,2017,,,24/3/2017,110.1
03/23/2017,3,23,2017,,,23/3/2017,109.5
03/22/2017,3,22,2017,,,22/3/2017,106.4
03/21/2017,3,21,2017,,,21/3/2017,107.2
03/20/2017,3,20,2017,,,20/3/2017,107.1
03/17/2017,3,17,2017,,,17/3/2017,105.9
03/16/2017,3,16,2017,,,16/3/2017,105.1
03/15/2017,3,15,2017,,,15/3/2017,105.1
03/14/2017,3,14,2017,,,14/3/2017,105.1
03/13/2017,3,13,2017,,,13/3/2017,104.9
03-10-2017,3,,,10,2017,10/3/2017,105
03-09-2017,3,,,9,2017,9/3/2017,103.9
03-08-2017,3,,,8,2017,8/3/2017,105.6
03-07-2017,3,,,7,2017,7/3/2017,105.1
03-06-2017,3,,,6,2017,6/3/2017,105.1
03-03-2017,3,,,3,2017,3/3/2017,104.1
03-02-2017,3,,,2,2017,2/3/2017,105
03-01-2017,3,,,1,2017,1/3/2017,105.6
02/28/2017,2,28,2017,,,28/2/2017,104.1
02/27/2017,2,27,2017,,,27/2/2017,103.2
02/24/2017,2,24,2017,,,24/2/2017,104.1
02/23/2017,2,23,2017,,,23/2/2017,106
02/22/2017,2,22,2017,,,22/2/2017,105.2
02/21/2017,2,21,2017,,,21/2/2017,105.7
02/20/2017,2,20,2017,,,20/2/2017,102.7
02/17/2017,2,17,2017,,,17/2/2017,103.4
02/16/2017,2,16,2017,,,16/2/2017,103.9
02/15/2017,2,15,2017,,,15/2/2017,103.8
02/14/2017,2,14,2017,,,14/2/2017,103
02/13/2017,2,13,2017,,,13/2/2017,101.7
02-10-2017,2,,,10,2017,10/2/2017,100.9
02-09-2017,2,,,9,2017,9/2/2017,101.2
02-08-2017,2,,,8,2017,8/2/2017,100.4
02-07-2017,2,,,7,2017,7/2/2017,98.5
02-06-2017,2,,,6,2017,6/2/2017,100
02-03-2017,2,,,3,2017,3/2/2017,101.4
02-02-2017,2,,,2,2017,2/2/2017,100.7
02-01-2017,2,,,1,2017,1/2/2017,99.4
01/31/2017,1,31,2017,,,31/1/2017,96.3
01/30/2017,1,30,2017,,,30/1/2017,96
01/27/2017,1,27,2017,,,27/1/2017,97
01/26/2017,1,26,2017,,,26/1/2017,94.7
01/25/2017,1,25,2017,,,25/1/2017,94.1
01/24/2017,1,24,2017,,,24/1/2017,93.1
01/23/2017,1,23,2017,,,23/1/2017,93.2
01/20/2017,1,20,2017,,,20/1/2017,95.3
01/19/2017,1,19,2017,,,19/1/2017,94.2
01/18/2017,1,18,2017,,,18/1/2017,94.9
01/17/2017,1,17,2017,,,17/1/2017,94.5
01/16/2017,1,16,2017,,,16/1/2017,95.6
01/13/2017,1,13,2017,,,13/1/2017,95.1
01-12-2017,1,,,12,2017,12/1/2017,94.5
01-11-2017,1,,,11,2017,11/1/2017,96.1
01-10-2017,1,,,10,2017,10/1/2017,94.4
01-09-2017,1,,,9,2017,9/1/2017,94.4
01-06-2017,1,,,6,2017,6/1/2017,94.1
01-05-2017,1,,,5,2017,5/1/2017,93.2
01-04-2017,1,,,4,2017,4/1/2017,92.9
01-03-2017,1,,,3,2017,3/1/2017,94.2
01-02-2017,1,,,2,2017,2/1/2017,96
12/30/2016,12,30,2016,,,30/12/2016,91.8
12/29/2016,12,29,2016,,,29/12/2016,89.9
12/28/2016,12,28,2016,,,28/12/2016,89.5
12/27/2016,12,27,2016,,,27/12/2016,88.2
12/23/2016,12,23,2016,,,23/12/2016,87.7
12/22/2016,12,22,2016,,,22/12/2016,88.5
12/21/2016,12,21,2016,,,21/12/2016,87.9
12/20/2016,12,20,2016,,,20/12/2016,86.8
12/19/2016,12,19,2016,,,19/12/2016,85.5
12/16/2016,12,16,2016,,,16/12/2016,86.5
12/15/2016,12,15,2016,,,15/12/2016,84.7
12/14/2016,12,14,2016,,,14/12/2016,82.8
12/13/2016,12,13,2016,,,13/12/2016,81.3
12-12-2016,12,,,12,2016,12/12/2016,79.8
12-09-2016,12,,,9,2016,9/12/2016,79.4
12-08-2016,12,,,8,2016,8/12/2016,81.1
12-07-2016,12,,,7,2016,7/12/2016,85.2
12-06-2016,12,,,6,2016,6/12/2016,85.1
12-05-2016,12,,,5,2016,5/12/2016,87.5
12-02-2016,12,,,2,2016,2/12/2016,87.5
12-01-2016,12,,,1,2016,1/12/2016,90.1
11/30/2016,11,30,2016,,,30/11/2016,92.6
11/29/2016,11,29,2016,,,29/11/2016,94
11/28/2016,11,28,2016,,,28/11/2016,94.9
11/25/2016,11,25,2016,,,25/11/2016,93.8
11/24/2016,11,24,2016,,,24/11/2016,92.6
11/23/2016,11,23,2016,,,23/11/2016,88
11/22/2016,11,22,2016,,,22/11/2016,86.4
11/21/2016,11,21,2016,,,21/11/2016,88.3
11/18/2016,11,18,2016,,,18/11/2016,88.1
11/17/2016,11,17,2016,,,17/11/2016,88.6
11/16/2016,11,16,2016,,,16/11/2016,87.9
11/15/2016,11,15,2016,,,15/11/2016,88.1
11/14/2016,11,14,2016,,,14/11/2016,86.7
11-11-2016,11,,,11,2016,11/11/2016,86.5
11-10-2016,11,,,10,2016,10/11/2016,85.2
11-09-2016,11,,,9,2016,9/11/2016,86.2
11-08-2016,11,,,8,2016,8/11/2016,94.2
11-07-2016,11,,,7,2016,7/11/2016,103.7
11-04-2016,11,,,4,2016,4/11/2016,99.6
11-03-2016,11,,,3,2016,3/11/2016,99.9
11-02-2016,11,,,2,2016,2/11/2016,101.1
11-01-2016,11,,,1,2016,1/11/2016,105.4
10/31/2016,10,31,2016,,,31/10/2016,108.7
10/28/2016,10,28,2016,,,28/10/2016,108.1
